season,n_legs,n_activations,expected_payout,worst_case_bets,worst_case_payout,gross_win_of_original_bets,gross_win_all_lifeline_eligible_bets,gross_win_losing_bets_post_lifelines,expected_payout_frac
2025,4,2,161326.7707,324.0,250912.647,46547.79,187577.20160000003,141029.41160000002,1.1439228801263748
2025,5,2,40894.20706666667,187.0,87153.3665,24412.739999999998,131168.4497,106755.7097,0.38306341816831807
2025,6,3,73256.633629389,216.0,149787.39250524,29938.75995,69499.070634,39560.310684000004,1.8517709381644805
2025,7,3,28763.1767883785,130.0,64700.30744352,17530.330006,76444.721388,58914.391382,0.4882198748668811
2025,8,3,67540.79931249999,109.0,111513.55249999999,16943.82,110618.384992,93674.564992,0.7210153505198356
2025,9,3,12119.962653943927,72.0,36325.68003315,6125.48001,119195.039925,113069.559915,0.10719032304587639
2025,10,4,39320.136063492064,104.0,103629.94499999999,11048.64,93865.08,82816.44,0.47478660110833143
2025,11,4,13599.707111913252,65.0,42995.8667325,6009.780062,111643.710365,105633.930303,0.12874373861602895
2025,12,4,53290.72953674606,113.0,116013.9373278,14371.699968,145233.17161199998,130861.47164399998,0.4072300950559381
