season,n_legs,lifelines,worst_case_bets,worst_case_turnover,worst_case_payout,expected_payout,rpf_fees,poc_fees,gross_win_of_original_bets,fraction_saved,N_bets_total
2025,6,"4,3,1,1,1",1068,72904.72014,329926.59855,72651.89557134699,1530.99912294,11492.0600208,72904.72014,0.3604454944313196,2963
2025,6,"5,3,1,1,1",1292,85238.65023,399493.87010382,75178.819586561,1790.0116548300002,13377.704534999999,85238.65023,0.436044549443132,2963
2025,6,"4,4,1,1,1",1080,73176.390138,333417.0410052,78397.229134233,1536.704192898,11533.3105206,73176.390138,0.3644954438069524,2963
2025,6,"5,4,1,1,1",1331,86898.160236,408980.61760422,80924.153149447,1824.8613649560002,13628.8810359,86898.160236,0.44920688491393856,2963
2025,6,"5,5,1,1,1",1341,87155.040228,410320.21555086,84907.134746076,1830.255844788,13670.1630345,87155.040228,0.4525818427269659,2963
2025,6,"2,2,2,1,1",543,42818.440032,179266.052685,69200.1559422,899.187240672,6592.761003,42818.440032,0.1832602092473844,2963
2025,6,"3,2,2,1,1",801,55012.430082,243886.37160702,72409.748992018,1155.261031722,8503.2420102,55012.430082,0.27033412082348973,2963
2025,6,"4,2,2,1,1",1029,70757.730144,318963.861492,76750.591116734,1485.9123330240002,11167.8365208,70757.730144,0.347283158960513,2963
2025,6,"5,2,2,1,1",1241,82466.130228,385680.49702266,79277.51513194799,1731.788734788,12956.2015341,82466.130228,0.41883226459669254,2963
2025,6,"3,3,2,1,1",821,55928.070084,248308.60857108,76584.058723834,1174.489471764,8642.3380107,55928.070084,0.2770840364495444,2963
2025,6,"4,3,2,1,1",1093,73671.590154,334053.5781297,80924.90084855,1547.1033932340001,11613.5905227,73671.590154,0.36888288896388793,2963
2025,6,"5,3,2,1,1",1337,86420.370252,407264.55565812,83451.82486376399,1814.827775292,13561.4625381,86420.370252,0.451231859601755,2963
2025,6,"4,4,2,1,1",1107,73983.260154,337976.3706129,86724.223078371,1553.648463234,11660.8410228,73983.260154,0.3736078299021262,2963
2025,6,"5,4,2,1,1",1382,88199.880264,418004.65323672,89251.147093585,1852.197485544,13833.6390399,88199.880264,0.466419169760378,2963
2025,6,"5,5,2,1,1",1394,88479.76026,419567.75122086,93316.167024464,1858.0749654600002,13878.3710391,88479.76026,0.4704691191360108,2963
2025,6,"3,3,3,1,1",822,55933.070082,248413.60852908,81467.503880355,1174.594471722,8643.088010399999,55933.070082,0.2774215322308471,2963
2025,6,"4,3,3,1,1",1097,73734.590154,334430.8780953,85808.346005071,1548.426393234,11620.7905227,73734.590154,0.3702328720890989,2963
2025,6,"5,3,3,1,1",1343,86534.370252,408013.85562822,88335.270020285,1817.221775292,13576.312538099999,86534.370252,0.45325683428957136,2963
2025,6,"4,4,3,1,1",1115,74156.260158,338822.1706029,91806.721155362,1557.281463318,11684.5410234,74156.260158,0.3763077961525481,2963
2025,6,"5,4,3,1,1",1398,88545.880272,420798.20328672,94333.645170576,1859.4634857120002,13884.5390412,88545.880272,0.47181910226122176,2963
2025,6,"5,5,3,1,1",1412,88889.880264,422728.45325316,98517.28463501499,1866.687485544,13938.8890398,88889.880264,0.47654404319946003,2963
2025,6,"4,4,4,1,1",1115,74156.260158,338822.1706029,98301.748951349,1557.281463318,11684.5410234,74156.260158,0.3763077961525481,2963
2025,6,"5,4,4,1,1",1400,88605.880272,421039.20329052,100828.672966563,1860.7234857120002,13893.5390412,88605.880272,0.4724940938238272,2963
2025,6,"5,5,4,1,1",1416,88994.880264,423581.45325695997,105174.268765127,1868.892485544,13954.6390398,88994.880264,0.47789402632467093,2963
2025,6,"5,5,5,1,1",1416,88994.880264,423581.45325695997,109988.088090046,1868.892485544,13954.6390398,88994.880264,0.47789402632467093,2963
2025,6,"2,2,2,2,1",543,42818.440032,179266.052685,77829.01315809399,899.187240672,6592.761003,42818.440032,0.1832602092473844,2963
2025,6,"3,2,2,2,1",802,55033.280082,243992.70660702,81038.606207912,1155.6988817220001,8506.3695102,55033.280082,0.27067161660479244,2963
2025,6,"4,2,2,2,1",1030,70778.580144,319070.196492,85379.448332628,1486.350183024,11170.9640208,70778.580144,0.34762065474181575,2963
2025,6,"5,2,2,2,1",1243,82506.980226,385911.83201016,87906.372347842,1732.6465847460001,12962.329033799999,82506.980226,0.419507256159298,2963
2025,6,"3,3,2,2,1",823,55978.920084,248576.94357108,85270.649274004,1175.557321764,8649.9655107,55978.920084,0.27775902801214986,2963
2025,6,"4,3,2,2,1",1095,73722.440154,334321.9131297,89611.49139872,1548.171243234,11621.218022699999,73722.440154,0.3695578805264934,2963
2025,6,"5,3,2,2,1",1341,86496.220248,407682.89063562,92138.415413934,1816.420625208,13572.8400375,86496.220248,0.4525818427269659,2963
2025,6,"4,4,2,2,1",1109,74034.110154,338244.70561289997,95464.802295476,1554.7163132340002,11668.4685228,74034.110154,0.3742828214647317,2963
2025,6,"5,4,2,2,1",1386,88275.73026,418422.98821422,97991.72631068999,1853.79033546,13845.016539299999,88275.73026,0.46776915288558896,2963
2025,6,"5,5,2,2,1",1398,88555.610256,419986.08619836,102138.784575819,1859.6678153760001,13889.7485385,88555.610256,0.47181910226122176,2963
2025,6,"3,3,3,2,1",824,55983.920082,248681.94352908,90294.6235988935,1175.6623217220001,8650.7155104,55983.920082,0.27809652379345257,2963
2025,6,"4,3,3,2,1",1099,73785.440154,334699.2130953,94635.4657236095,1549.4942432340001,11628.4180227,73785.440154,0.37090786365170436,2963
2025,6,"5,3,3,2,1",1348,86630.220246,408612.19058772,97162.38973882349,1819.2346251660001,13590.6900372,86630.220246,0.454944313196085,2963
2025,6,"4,4,3,2,1",1117,74207.110158,339090.5056029,100687.82954083549,1558.349313318,11692.1685234,74207.110158,0.37698278771515353,2963
2025,6,"5,4,3,2,1",1403,88641.730266,421396.53824622,103214.7535560495,1861.476335586,13898.916540299999,88641.730266,0.4735065811677354,2963
2025,6,"5,5,3,2,1",1417,88985.730258,423326.78821266,107480.4313547385,1868.7003354180001,13953.2665389,88985.730258,0.4782315221059737,2963
2025,6,"4,4,4,2,1",1117,74207.110158,339090.5056029,107318.070246477,1558.349313318,11692.1685234,74207.110158,0.37698278771515353,2963
2025,6,"5,4,4,2,1",1405,88701.730266,421637.53825002,109844.994261691,1862.736335586,13907.916540299999,88701.730266,0.4741815727303409,2963
2025,6,"5,5,4,2,1",1422,89100.73026,424249.78823046,114272.628394505,1871.11533546,13970.5165392,89100.73026,0.47991900101248736,2963
2025,6,"5,5,5,2,1",1422,89100.73026,424249.78823046,119279.8027179965,1871.11533546,13970.5165392,89100.73026,0.47991900101248736,2963
2025,6,"3,3,3,3,1",824,55983.920082,248681.94352908,95987.15150125799,1175.6623217220001,8650.7155104,55983.920082,0.27809652379345257,2963
2025,6,"4,3,3,3,1",1099,73785.440154,334699.2130953,100327.99362597399,1549.4942432340001,11628.4180227,73785.440154,0.37090786365170436,2963
2025,6,"5,3,3,3,1",1348,86630.220246,408612.19058772,102854.917641188,1819.2346251660001,13590.6900372,86630.220246,0.454944313196085,2963
2025,6,"4,4,3,3,1",1117,74207.110158,339090.5056029,106579.41036367,1558.349313318,11692.1685234,74207.110158,0.37698278771515353,2963
2025,6,"5,4,3,3,1",1403,88641.730266,421396.53824622,109106.334378884,1861.476335586,13898.916540299999,88641.730266,0.4735065811677354,2963
2025,6,"5,5,3,3,1",1417,88985.730258,423326.78821266,113490.631711133,1868.7003354180001,13953.2665389,88985.730258,0.4782315221059737,2963
2025,6,"4,4,4,3,1",1117,74207.110158,339090.5056029,113476.827888738,1558.349313318,11692.1685234,74207.110158,0.37698278771515353,2963
2025,6,"5,4,4,3,1",1405,88701.730266,421637.53825002,116003.751903952,1862.736335586,13907.916540299999,88701.730266,0.4741815727303409,2963
2025,6,"5,5,4,3,1",1422,89100.73026,424249.78823046,120550.005570326,1871.11533546,13970.5165392,89100.73026,0.47991900101248736,2963
2025,6,"5,5,5,3,1",1422,89100.73026,424249.78823046,125747.7628254375,1871.11533546,13970.5165392,89100.73026,0.47991900101248736,2963
2025,6,"4,4,4,4,1",1117,74207.110158,339090.5056029,120686.333242101,1558.349313318,11692.1685234,74207.110158,0.37698278771515353,2963
2025,6,"5,4,4,4,1",1405,88701.730266,421637.53825002,123213.257257315,1862.736335586,13907.916540299999,88701.730266,0.4741815727303409,2963
2025,6,"5,5,4,4,1",1422,89100.73026,424249.78823046,127921.467257814,1871.11533546,13970.5165392,89100.73026,0.47991900101248736,2963
2025,6,"5,5,5,4,1",1423,89120.730258,424569.78819846,133326.79751612048,1871.5353354180002,13970.5165392,89120.730258,0.48025649679379007,2963
2025,6,"5,5,5,5,1",1423,89120.730258,424569.78819846,139745.76297712367,1871.5353354180002,13970.5165392,89120.730258,0.48025649679379007,2963
2025,6,"2,2,2,2,2",543,42818.440032,179266.052685,86803.29730849,899.187240672,6592.761003,42818.440032,0.1832602092473844,2963
2025,6,"3,2,2,2,2",802,55033.280082,243992.70660702,90012.890358308,1155.6988817220001,8506.3695102,55033.280082,0.27067161660479244,2963
2025,6,"4,2,2,2,2",1030,70778.580144,319070.196492,94353.732483024,1486.350183024,11170.9640208,70778.580144,0.34762065474181575,2963
2025,6,"5,2,2,2,2",1243,82506.980226,385911.83201016,96880.656498238,1732.6465847460001,12962.329033799999,82506.980226,0.419507256159298,2963
2025,6,"3,3,2,2,2",823,55978.920084,248576.94357108,94302.666758676,1175.557321764,8649.9655107,55978.920084,0.27775902801214986,2963
2025,6,"4,3,2,2,2",1095,73722.440154,334321.9131297,98643.508883392,1548.171243234,11621.218022699999,73722.440154,0.3695578805264934,2963
2025,6,"5,3,2,2,2",1341,86496.220248,407682.89063562,101170.432898606,1816.420625208,13572.8400375,86496.220248,0.4525818427269659,2963
2025,6,"4,4,2,2,2",1109,74034.110154,338244.70561289997,104550.80844708299,1554.7163132340002,11668.4685228,74034.110154,0.3742828214647317,2963
2025,6,"5,4,2,2,2",1386,88275.73026,418422.98821422,107077.732462297,1853.79033546,13845.016539299999,88275.73026,0.46776915288558896,2963
2025,6,"5,5,2,2,2",1398,88555.610256,419986.08619836,111306.82906167599,1859.6678153760001,13889.7485385,88555.610256,0.47181910226122176,2963
2025,6,"3,3,3,2,2",824,55983.920082,248681.94352908,99467.366085189,1175.6623217220001,8650.7155104,55983.920082,0.27809652379345257,2963
2025,6,"4,3,3,2,2",1099,73785.440154,334699.2130953,103808.208209905,1549.4942432340001,11628.4180227,73785.440154,0.37090786365170436,2963
2025,6,"5,3,3,2,2",1348,86630.220246,408612.19058772,106335.132225119,1819.2346251660001,13590.6900372,86630.220246,0.454944313196085,2963
2025,6,"4,4,3,2,2",1117,74207.110158,339090.5056029,109914.56069406599,1558.349313318,11692.1685234,74207.110158,0.37698278771515353,2963
2025,6,"5,4,3,2,2",1404,88666.730268,422296.53831822,112441.48470928,1862.001335628,13902.6665406,88666.730268,0.47384407694903813,2963
2025,6,"5,5,3,2,2",1418,89010.73026,424226.78828466,116789.200842219,1869.2253354600002,13957.0165392,89010.73026,0.4785690178872764,2963
2025,6,"4,4,4,2,2",1117,74207.110158,339090.5056029,116693.072642662,1558.349313318,11692.1685234,74207.110158,0.37698278771515353,2963
2025,6,"5,4,4,2,2",1406,88726.730268,422537.53832202,119219.99665787599,1863.261335628,13911.6665406,88726.730268,0.4745190685116436,2963
2025,6,"5,5,4,2,2",1423,89125.730262,425149.78830246,123729.66912494,1871.6403355020002,13974.2665395,89125.730262,0.48025649679379007,2963
2025,6,"5,5,5,2,2",1423,89125.730262,425149.78830246,128942.931779894,1871.6403355020002,13974.2665395,89125.730262,0.48025649679379007,2963
2025,6,"3,3,3,3,2",824,55983.920082,248681.94352908,105350.035825987,1175.6623217220001,8650.7155104,55983.920082,0.27809652379345257,2963
2025,6,"4,3,3,3,2",1100,73787.440152,334733.2130613,109690.877950703,1549.536243192,11628.7180224,73787.440152,0.37124535943300707,2963
2025,6,"5,3,3,3,2",1349,86632.220244,408646.19055372,112217.801965917,1819.276625124,13590.990036899999,86632.220244,0.4552818089773878,2963
2025,6,"4,4,3,3,2",1119,74219.110158,339324.5056089,115996.283355334,1558.6013133180002,11693.968523399999,74219.110158,0.377657779277759,2963
2025,6,"5,4,3,3,2",1406,88678.730268,422530.53832422,118523.207370548,1862.253335628,13904.4665406,88678.730268,0.4745190685116436,2963
2025,6,"5,5,3,3,2",1420,89022.73026,424460.78829066,122989.543037047,1869.4773354600002,13958.8165392,89022.73026,0.4792440094498819,2963
2025,6,"4,4,4,3,2",1119,74219.110158,339324.5056089,123053.5290354225,1558.6013133180002,11693.968523399999,74219.110158,0.377657779277759,2963
2025,6,"5,4,4,3,2",1408,88738.730268,422771.53832802,125580.4530506365,1863.513335628,13913.4665406,88738.730268,0.4751940600742491,2963
2025,6,"5,5,4,3,2",1425,89137.730262,425383.78830846,130208.7450512605,1871.8923355020002,13976.0665395,89137.730262,0.48093148835639554,2963
2025,6,"5,5,5,3,2",1425,89137.730262,425383.78830846,135623.6948041095,1871.8923355020002,13976.0665395,89137.730262,0.48093148835639554,2963
2025,6,"4,4,4,4,2",1119,74219.110158,339324.5056089,130462.51532073099,1558.6013133180002,11693.968523399999,74219.110158,0.377657779277759,2963
2025,6,"5,4,4,4,2",1408,88738.730268,422771.53832802,132989.439335945,1863.513335628,13913.4665406,88738.730268,0.4751940600742491,2963
2025,6,"5,5,4,4,2",1425,89137.730262,425383.78830846,137779.687670694,1871.8923355020002,13976.0665395,89137.730262,0.48093148835639554,2963
2025,6,"5,5,5,4,2",1426,89157.73026,425703.78827646,143405.560427408,1872.3123354600002,13976.0665395,89157.73026,0.48126898413769825,2963
2025,6,"5,5,5,5,2",1426,89157.73026,425703.78827646,150429.06049521532,1872.3123354600002,13976.0665395,89157.73026,0.48126898413769825,2963
2025,6,"3,3,3,3,3",824,55983.920082,248681.94352908,111752.00348583,1175.6623217220001,8650.7155104,55983.920082,0.27809652379345257,2963
2025,6,"4,3,3,3,3",1100,73787.440152,334733.2130613,116092.84561054599,1549.536243192,11628.7180224,73787.440152,0.37124535943300707,2963
2025,6,"5,3,3,3,3",1349,86632.220244,408646.19055372,118619.76962576,1819.276625124,13590.990036899999,86632.220244,0.4552818089773878,2963
2025,6,"4,4,3,3,3",1119,74219.110158,339324.5056089,122597.303935647,1558.6013133180002,11693.968523399999,74219.110158,0.377657779277759,2963
2025,6,"5,4,3,3,3",1406,88678.730268,422530.53832422,125124.227950861,1862.253335628,13904.4665406,88678.730268,0.4745190685116436,2963
2025,6,"5,5,3,3,3",1420,89022.73026,424460.78829066,129709.18315092,1869.4773354600002,13958.8165392,89022.73026,0.4792440094498819,2963
2025,6,"4,4,4,3,3",1119,74219.110158,339324.5056089,129935.946680688,1558.6013133180002,11693.968523399999,74219.110158,0.377657779277759,2963
2025,6,"5,4,4,3,3",1408,88738.730268,422771.53832802,132462.870695902,1863.513335628,13913.4665406,88738.730268,0.4751940600742491,2963
2025,6,"5,5,4,3,3",1425,89137.730262,425383.78830846,137209.782230086,1871.8923355020002,13976.0665395,89137.730262,0.48093148835639554,2963
2025,6,"5,5,5,3,3",1425,89137.730262,425383.78830846,142832.619080905,1871.8923355020002,13976.0665395,89137.730262,0.48093148835639554,2963
2025,6,"4,4,4,4,3",1119,74219.110158,339324.5056089,137638.343919349,1558.6013133180002,11693.968523399999,74219.110158,0.377657779277759,2963
2025,6,"5,4,4,4,3",1408,88738.730268,422771.53832802,140165.267934563,1863.513335628,13913.4665406,88738.730268,0.4751940600742491,2963
2025,6,"5,5,4,4,3",1425,89137.730262,425383.78830846,145074.13580287198,1871.8923355020002,13976.0665395,89137.730262,0.48093148835639554,2963
2025,6,"5,5,5,4,3",1426,89157.73026,425703.78827646,150909.062324106,1872.3123354600002,13976.0665395,89157.73026,0.48126898413769825,2963
2025,6,"5,5,5,5,3",1426,89157.73026,425703.78827646,158198.61322231832,1872.3123354600002,13976.0665395,89157.73026,0.48126898413769825,2963
2025,6,"4,4,4,4,4",1119,74219.110158,339324.5056089,146339.07904978,1558.6013133180002,11693.968523399999,74219.110158,0.377657779277759,2963
2025,6,"5,4,4,4,4",1408,88738.730268,422771.53832802,148866.003064994,1863.513335628,13913.4665406,88738.730268,0.4751940600742491,2963
2025,6,"5,5,4,4,4",1425,89137.730262,425383.78830846,153936.827267428,1871.8923355020002,13976.0665395,89137.730262,0.48093148835639554,2963
2025,6,"5,5,5,4,4",1426,89157.73026,425703.78827646,159987.860125807,1872.3123354600002,13976.0665395,89157.73026,0.48126898413769825,2963
2025,6,"5,5,5,5,4",1426,89157.73026,425703.78827646,167530.87847329766,1872.3123354600002,13976.0665395,89157.73026,0.48126898413769825,2963
2025,6,"5,5,5,5,5",1426,89157.73026,425703.78827646,175531.25548976,1872.3123354600002,13976.0665395,89157.73026,0.48126898413769825,2963
2025,7,1,141,15546.400037,48500.0999014,9214.4145417075,326.474400777,2373.7475055,15546.400037,0.06539888682745826,2156
2025,7,2,268,23350.740056,80503.22821289,16341.017903955333,490.365541176,3612.24850875,23350.740056,0.12430426716141002,2156
2025,7,3,376,27995.320045,108185.89375258,21768.050740740833,587.9017209450001,4291.8955065,27995.320045,0.17439703153988867,2156
2025,7,4,474,34660.060036,144513.62850771,30247.057788783,727.8612607560001,5350.65650525,34660.060036,0.21985157699443414,2156
2025,7,5,546,37506.020055,160913.18534157999,34509.247867083,787.626421155,5768.9005087,37506.020055,0.2532467532467532,2156
2025,7,"1,1",164,18627.500024,58346.12470365,19215.206197125,391.177500504,2842.1125033,18627.500024,0.07606679035250463,2156
2025,7,"2,1",331,28673.550031000002,100359.71131858,25966.80951437283,602.144550651,4427.3710043500005,28673.550031000002,0.15352504638218925,2156
2025,7,"3,1",462,33846.880025,131657.65185216,31393.84235115833,710.784480525,5193.4305027499995,33846.880025,0.21428571428571427,2156
2025,7,"4,1",586,41277.120003,173590.95640082,39872.8493992005,866.819520063,6369.1414997,41277.120003,0.2717996289424861,2156
2025,7,"5,1",671,44909.790030000004,195235.11337274,44076.0894850005,943.10559063,6925.8920045,44909.790030000004,0.3112244897959184,2156
2025,7,"2,2",341,28875.050043,101779.96140088,33835.43266100733,606.376050903,4457.59600615,28875.050043,0.15816326530612246,2156
2025,7,"3,2",504,35360.280046,141763.60203558,39262.46549779283,742.565880966,5421.4405059499995,35360.280046,0.23376623376623376,2156
2025,7,"4,2",658,46183.020023000005,204542.80661829,47741.472545835,969.843420483,7210.776503,46183.020023000005,0.3051948051948052,2156
2025,7,"5,2",764,50411.690063,230940.96371556,51944.712631635,1058.645491323,7860.92700995,50411.690063,0.35435992578849723,2156
2025,7,"3,3",514,36486.280047,145403.60203523,47460.62190496,766.2118809870001,5591.09050605,36486.280047,0.23840445269016697,2156
2025,7,"4,3",685,47656.020034,211282.55673749,55939.62895300217,1000.7764207140001,7432.4765046,47656.020034,0.3177179962894249,2156
2025,7,"5,3",806,52217.840066000004,240053.16376216,60142.869038802164,1096.5746413860002,8135.7995103,52217.840066000004,0.3738404452690167,2156
2025,7,"4,4",692,48009.420039000004,213803.61683359,68491.81788320467,1008.1978208190001,7485.48650535,48009.420039000004,0.3209647495361781,2156
2025,7,"5,4",822,55854.240078,260717.97377871,72695.05796900466,1172.9390416380002,8681.2595121,55854.240078,0.3812615955473098,2156
2025,7,"5,5",830,56048.240087,261677.97384071,80299.315901618,1177.013041827,8712.0095139,56048.240087,0.3849721706864564,2156
2025,7,"1,1,1",167,18712.500023,59431.12458115,28575.3749398775,392.96250048300004,2854.86250315,18712.500023,0.0774582560296846,2156
2025,7,"2,1,1",336,28770.550025,101498.21117268,34811.72824982533,604.181550525,4441.92100345,28770.550025,0.15584415584415584,2156
2025,7,"3,1,1",470,34085.880017,134445.15171486,40067.53606012083,715.803480357,5230.2805016,34085.880017,0.21799628942486085,2156
2025,7,"4,1,1",602,41995.52,178781.50629262,47701.393163713,881.90592,6487.90149945,41995.52,0.2792207792207792,2156
2025,7,"5,1,1",697,45923.350032,202810.57893922,50997.433717673,964.3903506720001,7088.926005,45923.350032,0.3232838589981447,2156
2025,7,"2,2,1",352,29052.050034,103529.61120824,42617.346415040665,610.093050714,4484.3960049,29052.050034,0.16326530612244897,2156
2025,7,"3,2,1",522,35824.280037,145641.50187244,47873.15422533617,752.309880777,5492.29050475,35824.280037,0.24211502782931354,2156
2025,7,"4,2,1",690,47271.420021,212545.00656725,55507.01132892833,992.699820441,7386.03650295,47271.420021,0.3200371057513915,2156
2025,7,"5,2,1",809,51820.250062,241638.0792882,58803.05188288833,1088.225251302,8085.7110099500005,51820.250062,0.3752319109461967,2156
2025,7,"3,3,1",533,37350.280037,152281.50186459,55551.225534205,784.355880777,5721.9405047,37350.280037,0.24721706864564008,2156
2025,7,"4,3,1",719,49194.42003,222709.75667045,63185.08263779717,1033.08282063,7675.23650425,49194.42003,0.3334879406307978,2156
2025,7,"5,3,1",856,54108.900062,254309.40431365,66481.12319175717,1136.2869013020002,8433.20850995,54108.900062,0.3970315398886827,2156
2025,7,"4,4,1",729,49692.100031,225810.65677415,75120.695370214,1043.534100651,7749.8885044,49692.100031,0.33812615955473097,2156
2025,7,"5,4,1",876,57914.580073000005,275816.5543693,78416.735924174,1216.206181533,9004.0605116,57914.580073000005,0.40630797773654914,2156
2025,7,"5,5,1",885,58208.58008,277451.5544178,85400.22292950483,1222.38018168,9049.8105131,58208.58008,0.4104823747680891,2156
2025,7,"2,2,2",354,29068.250029,103722.31114749,50726.779335611995,610.433250609,4487.13600405,29068.250029,0.16419294990723562,2156
2025,7,"3,2,2",527,35885.480036,145960.20182814,55982.5871459075,753.595080756,5501.7805045,35885.480036,0.24443413729128013,2156
2025,7,"4,2,2",697,47358.620022,212998.70653425,63616.44424949966,994.531020462,7399.426503,47358.620022,0.3232838589981447,2156
2025,7,"5,2,2",820,51955.450064000004,242768.2792787,66912.48480345967,1091.0644513440002,8106.30101015,51955.450064000004,0.3803339517625232,2156
2025,7,"3,3,2",544,37572.480043,153680.45194194,64264.294659688,789.0220809030001,5757.08050575,37572.480043,0.2523191094619666,2156
2025,7,"4,3,2",737,49655.570027,225631.9316615,71898.15176328017,1042.766970567,7752.2190039,49655.570027,0.34183673469387754,2156
2025,7,"5,3,2",883,54868.970065,259651.27140365,75194.19231724016,1152.2483713650001,8556.27901065,54868.970065,0.4095547309833024,2156
2025,7,"4,4,2",751,50245.250027,229904.2317866,85132.097115402,1055.150250567,7840.6710039,50245.250027,0.34833024118738404,2156
2025,7,"5,4,2",911,58854.650071000004,283974.4212921,88428.137669362,1235.9476514910002,9154.13101155,58854.650071000004,0.4225417439703154,2156
2025,7,"5,5,2",920,59148.650078,285609.4213406,95674.18658045867,1242.121651638,9199.88101305,59148.650078,0.4267161410018553,2156
2025,7,"3,3,3",545,37574.980044,153932.95204293999,76477.6700412535,789.0745809240001,5757.4555059,37574.980044,0.2527829313543599,2156
2025,7,"4,3,3",740,49683.070024,227189.03140486,84111.52714484566,1043.3444705040001,7756.34400345,49683.070024,0.3432282003710575,2156
2025,7,"5,3,3",887,54921.470065,261445.87117551,87407.56769880567,1153.350871365,8564.15401065,54921.470065,0.4114100185528757,2156
2025,7,"4,4,3",759,50443.620024,233029.80552726,97482.87786257334,1059.316020504,7875.42650335,50443.620024,0.3520408163265306,2156
2025,7,"5,4,3",922,59179.270066000005,287944.18253321,100778.91841653333,1242.7646713860001,9207.9490104,59179.270066000005,0.42764378478664195,2156
2025,7,"5,5,3",932,59493.270074,289879.18259671,108111.60423287583,1249.358671554,9256.69901205,59493.270074,0.4322820037105751,2156
2025,7,"4,4,4",759,50443.620024,233029.80552726,112194.984081017,1059.316020504,7875.42650335,50443.620024,0.3520408163265306,2156
2025,7,"5,4,4",922,59179.270066000005,287944.18253321,115491.024634977,1242.7646713860001,9207.9490104,59179.270066000005,0.42764378478664195,2156
2025,7,"5,5,4",932,59493.270074,289879.18259671,123716.39318297367,1249.358671554,9256.69901205,59493.270074,0.4322820037105751,2156
2025,7,"5,5,5",933,59503.270071,290039.18254871,132978.1394628495,1249.568671491,9258.1990116,59503.270071,0.4327458256029685,2156
2025,7,"1,1,1,1",167,18712.500023,59431.12458115,33638.656657776664,392.96250048300004,2854.86250315,18712.500023,0.0774582560296846,2156
2025,7,"2,1,1,1",337,28772.550023,101515.1911557,39034.711618391164,604.223550483,4442.22100315,28772.550023,0.15630797773654917,2156
2025,7,"3,1,1,1",472,34096.880013,134741.13163588,43842.41613470333,716.034480273,5231.930501,34096.880013,0.2189239332096475,2156
2025,7,"4,1,1,1",605,42056.519995,179552.48620414,48114.32327316883,883.1869198950001,6497.0514987,42056.519995,0.28061224489795916,2156
2025,7,"5,1,1,1",700,45984.350027,203581.55885074,50156.5487715355,965.6713505670001,7098.07600425,45984.350027,0.3246753246753247,2156
2025,7,"2,2,1,1",353,29054.050032,103546.59119126,46256.093095620665,610.135050672,4484.6960046,29054.050032,0.1637291280148423,2156
2025,7,"3,2,1,1",526,35867.280036,146164.68181266,51063.79761193283,753.212880756,5498.7405046,35867.280036,0.24397031539888683,2156
2025,7,"4,2,1,1",695,47364.420019000005,213543.18649797,55335.704750398334,994.652820399,7399.98650265,47364.420019000005,0.32235621521335805,2156
2025,7,"5,2,1,1",814,51913.25006,242636.25921892,57377.930248765,1090.17825126,8099.66100965,51913.25006,0.37755102040816324,2156
2025,7,"3,3,1,1",538,37413.280037,152909.68181006,57614.97215426667,785.678880777,5731.3905047,37413.280037,0.24953617810760667,2156
2025,7,"4,3,1,1",727,49337.420027,223990.93659432,61886.87929273216,1036.0858205670002,7696.6865038000005,49337.420027,0.33719851576994436,2156
2025,7,"5,3,1,1",864,54251.900059,255590.58423752,63929.104791098835,1139.289901239,8454.6585095,54251.900059,0.4007421150278293,2156
2025,7,"4,4,1,1",738,49845.100025,227269.83664462,69491.28246497,1046.747100525,7772.8385035,49845.100025,0.3423005565862709,2156
2025,7,"5,4,1,1",885,58067.580067,277275.73423977,71533.50796333667,1219.419181407,9027.0105107,58067.580067,0.4104823747680891,2156
2025,7,"5,5,1,1",894,58361.580074,278910.73428827,77356.54182189832,1225.593181554,9072.7605122,58361.580074,0.41465677179962895,2156
2025,7,"2,2,2,1",356,29120.250026,104026.79112476,53691.444345553165,611.525250546,4494.9360036,29120.250026,0.16512059369202226,2156
2025,7,"3,2,2,1",533,35998.480035,146910.88176961,58499.14886186533,755.9680807350001,5518.73050435,35998.480035,0.24721706864564008,2156
2025,7,"4,2,2,1",706,47544.120022,214564.13647837,62771.056000330835,998.4265204620001,7427.251503,47544.120022,0.3274582560296846,2156
2025,7,"5,2,2,1",831,52156.880069,244410.19425732,64813.2814986975,1095.2944814490002,8136.5155109,52156.880069,0.3854359925788497,2156
2025,7,"3,3,2,1",552,37710.480045000004,154816.13192066,65386.25126581916,791.9200809450001,5777.78050605,37710.480045000004,0.2560296846011132,2156
2025,7,"4,3,2,1",754,50021.070036,228416.61168977,69658.15840428467,1050.4424707560001,7807.04400525,50021.070036,0.349721706864564,2156
2025,7,"5,3,2,1",902,55250.400079,262512.43646642,71700.38390265133,1160.2584016590001,8613.49351275,55250.400079,0.41836734693877553,2156
2025,7,"4,4,2,1",769,50620.750033,232866.91176147,78334.47752789417,1063.0357506930002,7896.9960048,50620.750033,0.35667903525046385,2156
2025,7,"5,4,2,1",932,59306.080085,287259.58631377,80376.70302626083,1245.427681785,9221.84551365,59306.080085,0.4322820037105751,2156
2025,7,"5,5,2,1",941,59600.080092000004,288894.58636227,86452.96545725499,1251.601681932,9267.59551515,59600.080092000004,0.436456400742115,2156
2025,7,"3,3,3,1",553,37712.980046000004,155068.63202165999,73597.93582798133,791.972580966,5778.1555062,37712.980046000004,0.2564935064935065,2156
2025,7,"4,3,3,1",757,50048.570033,229973.71143313,77869.84296644683,1051.019970693,7811.1690048,50048.570033,0.35111317254174396,2156
